
# Surface 0 of 1 surfaces

# Curve title: "'./Scan/propanol/0-1-6-10-11/RIMP2/scanw.txt' u 1:2:($3-w)"
# IsoCurve 0, 35 points
# x y z type
-195 -210  1.60663 o
-195 -195  1.1912 o
-195 -180  1.08329 o
-195 -165  1.37969 o
-195 -150  1.94909 o
-195 -135  2.49493 o
-195 -120  2.70784 o
-195 -105  2.45879 o
-195 -90  1.90151 o
-195 -75  1.37501 o
-195 -60  1.18772 o
-195 -45  1.44764 o
-195 -30  2.00805 o
-195 -15  2.5402 o
-195  0  2.71219 o
-195  15  2.3914 o
-195  30  1.73366 o
-195  45  1.08589 o
-195  60  0.768605 o
-195  75  0.908306 o
-195  90  1.39452 o
-195  105  1.93403 o
-195  120  2.20127 o
-195  135  2.04741 o
-195  150  1.60663 o
-195  165  1.1912 o
-195  180  1.08329 o
-195  195  1.37969 o
-195  210  1.94909 o
-195  225  2.49493 o
-195  240  2.70784 o
-195  255  2.45879 o

# IsoCurve 31, 35 points
# x y z type
-210 -255  3.12469 o
-210 -240  3.3997 o
-210 -225  3.24358 o
-210 -210  2.79145 o
-210 -195  2.37421 o
-210 -180  2.29375 o
-210 -165  2.6498 o
-210 -150  3.29473 o
-210 -135  3.90876 o
-210 -120  4.16554 o
-210 -105  3.93252 o
-210 -90  3.37333 o
-210 -75  2.84454 o
-210 -60  2.6711 o
-210 -45  2.9623 o
-210 -30  3.55085 o
-210 -15  4.08234 o
-210  0  4.2178 o
-210  15  3.83307 o
-210  30  3.09793 o
-210  45  2.37599 o
-210  60  2.00178 o
-210  75  2.10728 o
-210  90  2.58108 o
-210  105  3.12469 o
-210  120  3.3997 o
-210  135  3.24358 o
-210  150  2.79145 o
-210  165  2.37421 o
-210  180  2.29375 o
-210  195  2.6498 o
-210  210  3.29473 o
-210  225  3.90877 o
-210  240  4.16554 o
-210  255  3.93252 o

# IsoCurve 32, 35 points
# x y z type
-225 -255  4.59566 o
-225 -240  4.87688 o
-225 -225  4.70158 o
-225 -210  4.1986 o
-225 -195  3.71442 o
-225 -180  3.57992 o
-225 -165  3.91615 o
-225 -150  4.57353 o
-225 -135  5.21248 o
-225 -120  5.48749 o
-225 -105  5.26197 o
-225 -90  4.70861 o
-225 -75  4.19594 o
-225 -60  4.05558 o
-225 -45  4.40923 o
-225 -30  5.08269 o
-225 -15  5.69311 o
-225  0  5.87184 o
-225  15  5.48269 o
-225  30  4.70162 o
-225  45  3.91497 o
-225  60  3.48729 o
-225  75  3.56644 o
-225  90  4.03957 o
-225  105  4.59566 o
-225  120  4.87688 o
-225  135  4.70158 o
-225  150  4.1986 o
-225  165  3.71442 o
-225  180  3.57992 o
-225  195  3.91615 o
-225  210  4.57353 o
-225  225  5.21248 o
-225  240  5.48749 o
-225  255  5.26197 o

# IsoCurve 33, 35 points
# x y z type
-240 -255  5.46684 o
-240 -240  5.74461 o
-240 -225  5.5398 o
-240 -210  4.97265 o
-240 -195  4.39184 o
-240 -180  4.14731 o
-240 -165  4.38807 o
-240 -150  4.98142 o
-240 -135  5.58481 o
-240 -120  5.84172 o
-240 -105  5.61146 o
-240 -90  5.06841 o
-240 -75  4.57813 o
-240 -60  4.47126 o
-240 -45  4.87316 o
-240 -30  5.62751 o
-240 -15  6.35146 o
-240  0  6.64911 o
-240  15  6.34883 o
-240  30  5.60428 o
-240  45  4.80706 o
-240  60  4.35407 o
-240  75  4.42207 o
-240  90  4.90129 o
-240  105  5.46684 o
-240  120  5.74461 o
-240  135  5.5398 o
-240  150  4.97265 o
-240  165  4.39184 o
-240  180  4.14731 o
-240  195  4.38807 o
-240  210  4.98142 o
-240  225  5.58481 o
-240  240  5.84172 o
-240  255  5.61146 o

# IsoCurve 34, 35 points
# x y z type
-255 -255  5.12018 o
-255 -240  5.38817 o
-255 -225  5.15998 o
-255 -210  4.55105 o
-255 -195  3.89946 o
-255 -180  3.55136 o
-255 -165  3.67353 o
-255 -150  4.16196 o
-255 -135  4.69501 o
-255 -120  4.92131 o
-255 -105  4.69437 o
-255 -90  4.17682 o
-255 -75  3.7183 o
-255 -60  3.63023 o
-255 -45  4.03852 o
-255 -30  4.80557 o
-255 -15  5.57597 o
-255  0  5.96267 o
-255  15  5.77619 o
-255  30  5.13628 o
-255  45  4.40589 o
-255  60  3.98168 o
-255  75  4.06327 o
-255  90  4.5522 o
-255  105  5.12018 o
-255  120  5.38817 o
-255  135  5.15998 o
-255  150  4.55105 o
-255  165  3.89946 o
-255  180  3.55136 o
-255  195  3.67353 o
-255  210  4.16196 o
-255  225  4.69501 o
-255  240  4.92131 o
-255  255  4.69437 o

